product_name,orderid,orderdate,status
CAMPUS Velcro Running Shoes For Boys & Girls  (Grey),ORD10902,2025-03-01,shipped
"Prerit Karne Ke Mission Par Agrasar  (Hindi, Paperback, Sharma Sonu)",ORD10903,2025-10-16,in-progress
University Trendz Sterling Silver Silver Jewel Set  (Silver),ORD10904,2025-07-27,in-progress
"Revital Women Multivitamin with Calcium, Zinc, Ginseng for Immunity, Strong Bones & Energy  (30 Tablets)",ORD10905,2025-11-04,delivered
Wipro 9 W Standard B22 LED Bulb  (White),ORD10906,2025-01-14,in-progress
Selvia Women Shapewear,ORD10907,2025-04-03,shipped
UNIITEKK 500 ml Water Purifier Bottle  (Multicolor),ORD10908,2025-08-27,delivered
Daz Cam BRAND Electronic Door Lock Suitable for Outdoor Main Gate Wood gate Villa Flat Smart Door Lock,ORD10909,2025-04-12,delivered
ABH Lifestyle Men Pyjama,ORD10910,2025-09-04,delivered
Lucasa Lightweight Shoes For Men|| Stylish Loafers For Men|| Casual Shoes Loafers For Men  (Brown),ORD10911,2025-09-25,in-progress
Dollar Missy Women Black Camisole,ORD10912,2025-03-20,in-progress
"Hamiw UV Protection, Riding Glasses Round Sunglasses (Free Size)  (For Boys & Girls, Red, Yellow, Blue)",ORD10913,2024-12-02,in-progress
Paragon Women Purple Wedges Sandal,ORD10914,2025-07-27,shipped
LIBERTY Men Grey Clogs Sandal,ORD10915,2025-03-07,delivered
"Nongi 500 XL Feather Shuttle  - White  (Medium Slow, 76, Pack of 10)",ORD10916,2025-02-06,shipped
Jdp Novelty Metal Leather Opner Keychain Drive Safe I Need You Black Colour Key Chain,ORD10917,2025-06-18,delivered
ROKKS Flip Flops  (Green 6),ORD10918,2025-05-08,shipped
"Clovia Pack of 2 Women T-Shirt Non Padded Bra  (Blue, Green)",ORD10919,2025-02-18,in-progress
"Shozie Stylish Sneakers Shoes for Women And Girls Sneakers For Women  (White, Pink, Black)",ORD10920,2025-05-12,in-progress
CATTY Baby Boys & Baby Girls Party(Festive) Shirt Pant  (White),ORD10921,2025-08-04,shipped
Toss 2023 B5 Diary YES 165 Pages  (Multicolor),ORD10922,2024-12-04,shipped
Dr. Odin BSX-516 Automatic BP Monitor| with LCD Display|WHO Function|USB Source|Color-White Bp Monitor  (White),ORD10923,2025-01-17,shipped
HIMRISE Round Neck Women Blouse,ORD10924,2025-05-24,in-progress
"IBS PlayGlass Virtual Reality Helmet Glasses 3D Video Headset Box For 4-6"" Screen  (Smart Glasses, BLACK)",ORD10925,2025-09-03,in-progress
Pigeon Special 3 L Induction Bottom Pressure Cooker  (Aluminium),ORD10926,2025-05-13,in-progress
"One Friday Girls Midi/Knee Length Party Dress  (Maroon, Full Sleeve)",ORD10927,2025-06-16,delivered
Diamond Style Embroidered Sherwani,ORD10928,2025-03-05,shipped
"Plantex GI Steel Self-Adhesive Bathroom Shelf with Hooks for Bathroom - Multipurpose Steel Wall Shelf  (Number of Shelves - 1, Black)",ORD10929,2024-12-29,delivered
"Chubs Golden Edition Spider Shaker With SS Spring 500 ml Shaker  (Pack of 1, Black, Gold, Plastic)",ORD10930,2025-07-17,delivered
"@Home by nilkamal Walton Engineered Wood TV Entertainment Unit  (Finish Color - Classic Walnut, Knock Down)",ORD10931,2025-02-02,in-progress
IndianArtVilla Brass Dinner Set  (Gold),ORD10932,2025-09-21,in-progress
Khaitan 1 Burner BP-JIO Black Glass Manual Gas Stove  (1 Burners),ORD10933,2024-12-08,shipped
Bold Care Extend Long Last Delay Spray - Body Spray For Men Lubricant  (20 g),ORD10934,2025-10-31,delivered
Beutix Women Maroon Bellies Sandal,ORD10935,2025-10-27,delivered
"KAVANA Vacuum Insulated Water Bottle Thermos Hot and Cold Flask for Water,Tea,Coffee 400 ml Bottle  (Pack of 1, Multicolor, Steel)",ORD10936,2025-05-07,in-progress
HAROON 100% Original TWS-L21 Bluetooth Earphone Earbuds Smart Headphones  (Wireless),ORD10937,2024-12-26,shipped
FTX Men Pyjama,ORD10938,2025-02-15,in-progress
BUNNIES Lace Walking Shoes For Boys & Girls  (Blue),ORD10939,2025-03-20,in-progress
"Investonomy  (Hindi, Paperback, Kamra Pranjal)",ORD10940,2025-08-27,shipped
Tucker 3 In 1 Convertible Dumbbells & Barbell Home Gym Set Kit For Home Workout Adjustable Dumbbell  (12 kg),ORD10941,2025-09-17,delivered
new gen Baby Boys & Baby Girls Party(Festive) T-shirt Shorts  (Blue),ORD10942,2025-06-29,shipped
Heritage Gulab Jamun Box  (500 g),ORD10943,2025-07-30,shipped
aerotick Women Printed Viscose Rayon Anarkali Kurta With Attached Dupatta  (Dark Blue),ORD10944,2025-08-17,delivered
himanshu tex Adjustable Inline Skates Set for Boys Kids and Girls Skating In-line Skates - Size 6-9 UK  (Red),ORD10945,2025-07-30,shipped
SAFARI Medium 30 L Laptop Backpack ASHPER CB  (Blue),ORD10946,2025-03-07,shipped
RBGIIT Washable Reusable Waterproof Chemical Restitance Kitchen Platform Dish Clothing Car Bike Bathroom Toilet Garden Any Other Garbdge Cleaning Hand Safety Gloves And Specilly Women And Girls Pet Care Animals Dog Cat Cow Lover Protective Hand Glove Farmer Factory Worker Indrustry Person Hand Protection Gloves Painter Use Likr Paint Gloves Contruction Worker Like Cement Protective Skin Glove Doctor And Nurse Use In Medical Sector Hospital Clinic Proctive As A Virus Bactriyas Jurms Ant Micro Protective Hand Health Protection Gloves Use Every People Fetting Size A Best And Quality Is A Export Standerd Quality Rubber Skin Care And Beauty Hair Colour Gloves Women Girls Men Boy's Specil Use Regular Hand Gloves $ RBCL B6 Wet and Dry Disposable Glove Set  (Medium Pack of 2),ORD10947,2025-09-13,in-progress
Lakmé Peach Milk Moisturiser Body Lotion  (200 ml),ORD10948,2025-08-05,shipped
RENMAX RM-N208E Electric Cloth Lint/Fluff/Fuzz Remover Lint Roller,ORD10949,2025-08-23,in-progress
Sporto Pack of 2 Men Vest,ORD10950,2025-07-21,delivered
"DALUCI Set Top Box Stand / WIFI Router Stand / Wall Mount Stand / Wifi Holder MDF (Medium Density Fiber) Wall Shelf  (Number of Shelves - 2, Black)",ORD10951,2025-08-25,in-progress
Mayne Exceed Helicopter With Remote Control Charging Helicopter Toys for Girls Boys  (Multiple Random),ORD10952,2025-07-03,delivered
Chrome & Coral Pack of 3 Solid Men Boxer,ORD10953,2025-06-22,in-progress
Fashion Dream Boys Full Sleeve Printed Hooded Sweatshirt,ORD10954,2025-09-09,shipped
"Home Full Bliss Engineered Wood TV Entertainment Unit  (Finish Color - Wenge, Knock Down)",ORD10955,2025-02-18,shipped
"Flipkart SmartBuy Solid Single Fleece Blanket for  Heavy Winter  (Microfiber, Blue , Light Blue , Red , Brown , Olive Green)",ORD10956,2025-04-20,delivered
"YESSBENZA Casual, Party, Formal, Sports Light Green  Clutch",ORD10957,2025-09-16,in-progress
"SARASI Anti-Sweat & Breathable Sleeve PUBG FREE FIRE Gloves for Mobile (1 Pair)  Gaming Accessory Kit  (Black, For Android)",ORD10958,2025-08-12,delivered
"Devansh enterprises Solid Happy Birthday Golden Foil Letter Balloons(13 foil latter 1 pack)With 30 Pic Black Gold Balloons And 2 Pcs Golden Metallic Fringe Shiny Curtains(Pack Of 45) Balloon  (Gold, Black, Pack of 45)",ORD10959,2025-01-20,delivered
Daevish Women Maxi Blue Dress,ORD10960,2025-10-02,shipped
"LEADER TORFIN 26T MTB Bicycle without Gear Single Speed with FS DD Brake 26 T Mountain Cycle  (Single Speed, Black, Green)",ORD10961,2025-08-12,shipped
"Urbanic Cut Out Tankinis Striped Women Bikini Blue, White Swimsuit",ORD10962,2025-10-03,in-progress
"Syska 9 W Standard B22 LED Bulb  (White, Pack of 10)",ORD10963,2025-08-31,shipped
Chrome & Coral Colorblock Men Co-ords Track Suit,ORD10964,2025-06-06,shipped
BabyBaba 3x3 Silver Mirror Cube  (1 Pieces),ORD10965,2025-03-14,in-progress
"Sleepwell Dual PRO Profiled Reverisible, Gentle and Firm, Triple Layered Anti Sag 8 inch Single PU Foam Mattress  (L x W: 72 inch x 42 inch)",ORD10966,2025-04-29,in-progress
"ZIVOK Women Minimizer Non Padded Bra  (Purple, Red, Green, Pink, Yellow)",ORD10967,2024-12-08,delivered
LUX COTT'S WOOL Men Top Thermal,ORD10968,2025-02-05,in-progress
SeaRegal Neck And Shoulder Relaxer Cervical Stretcher Neck Traction Device Neck Support Neck Support,ORD10969,2025-09-04,in-progress
"Glun Cotton Home Use Apron - Free Size  (Black, Pack of 2)",ORD10970,2025-10-09,shipped
Mobilive Camera Lens Protector for Oneplus Nord CE 2 Lite Full Curved 5D Lens Glass Protector  (Pack of 1),ORD10971,2024-12-16,in-progress
Buddsbuddy Combo of 5 Coconut Based Skincare Wet Wipes  (360 Wipes),ORD10972,2025-03-28,shipped
"CARZEX 4.8 Amp Turbo Car Charger  (Black, With USB Cable)",ORD10973,2025-08-05,delivered
"Dish TV HD DTH, Hindi 1 Month budget Pack,HD only Set Top Box Connection + Fast Installation",ORD10974,2025-08-22,delivered
NOVA NG 1153 Digital USB Trimmer 160 Mins  Runtime 20 Length Settings  (Black),ORD10975,2025-08-15,delivered
Red Cherry Men Regular Fit Light Green Viscose Rayon Trousers,ORD10976,2024-12-16,delivered
aadi Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Walking Shoes For Women  (Black),ORD10977,2025-10-27,in-progress
lifecare products 10 kg 2.5 kg 4 pvc plate + 2 dumble rodd best home gym Adjustable Dumbbell  (10 kg),ORD10978,2025-03-09,in-progress
"ESTEEM Vest For Boys & Girls Cotton  (Multicolor, Pack of 4)",ORD10979,2025-09-03,in-progress
Allen Solly Boys Full Sleeve Solid Sweatshirt,ORD10980,2025-09-20,delivered
Tokyo Talkies Women Solid Black Track Pants,ORD10981,2024-11-22,in-progress
L'AVENIR Fitness 30KG PVC Weight Dumbbell Set with 4 Rods / Bars Adjustable Dumbbell  (30 kg),ORD10982,2025-08-31,in-progress
Dr Trust USA Model 523 Inspire Personal Digital Electronic Body Weight Machine For Human Body 180Kg Capacity Weighing Scale  (Black),ORD10983,2025-08-21,delivered
Bold Care Extend Long Last Delay Spray - Body Spray For Men Lubricant  (20 g),ORD10984,2024-12-20,shipped
"KAARIGARI Girls Maxi/Full Length Party Dress  (Pink, Fashion Sleeve)",ORD10985,2025-01-19,shipped
Trim IPL Ultra Laser Hair Removal for Armpits/Legs/Arms/Face/Bikini Hair Remover Corded Epilator  (White),ORD10986,2025-11-11,in-progress
"FAST&UP Reload Hydration & Energy Drink With Electrolytes - Effervescent Tablets Hydration Drink  (2x20, Berry Flavored)",ORD10987,2025-02-17,in-progress
NIRAFASHION Semi Stitched Net/Lace Salwar Suit Material Self Design,ORD10988,2025-10-16,shipped
Mars Infiniti Baby Boys & Baby Girls Casual T-shirt Shorts  (Maroon),ORD10989,2025-01-08,in-progress
"CG Homes 160 TC Microfiber Double Printed Flat Bedsheet  (Pack of 1, Black Pixel)",ORD10990,2025-02-04,delivered
SAMTROH Men Casual Beige Artificial Leather Wallet - Regular Size  (8 Card Slots),ORD10991,2025-10-30,in-progress
Gillette Venus Smooth Hair Removal Razor + Beauty Pouch for Women,ORD10992,2025-05-09,delivered
"Being Nawab Pack of 5 Silver Plated Silver Handcrafted Dinner Set  (Red, Silver)",ORD10993,2025-07-22,shipped
aerotick Women Printed Viscose Rayon Anarkali Kurta  (Dark Green),ORD10994,2025-10-02,delivered
RPM Fitness 10K 4.5 CE Certified Motorised with Max Weight 120Kg Free Home Installation & 1 Year OneFitPlus Membership Treadmill,ORD10995,2025-04-20,in-progress
Allen Solly Boys Regular Fit Printed Button Down Collar Casual Shirt,ORD10996,2025-01-16,in-progress
maanja Men Printed Ankle Length  (Pack of 2),ORD10997,2025-08-14,delivered
ATTRACTIVE Baby Boys & Baby Girls Bloomer,ORD10998,2024-12-31,in-progress
"HAP Vest For Boys Cotton  (Multicolor, Pack of 2)",ORD10999,2025-09-23,delivered
